time,motor_speed,sound_card_status,camera_status,temp_1,temp_2,temp_3,LO_signal,SOE_signal,SODS_signal,error_code,led_status
2024-01-18 10:14:19.350,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:19.707,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:20.105,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:20.128,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:20.553,0.0,,1.0,0.2107803667895496,,10.25629190951588,,,,,0.0
2024-01-18 10:14:20.948,,,,,,10.25629190951588,,,,,
2024-01-18 10:14:21.001,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:21.399,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:21.801,0.0,1.0,1.0,,0.2552336717490107,,0.0,0.0,0.0,,
2024-01-18 10:14:22.012,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:22.364,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:22.716,,,,0.2158716949634254,0.2501471417490393,10.25629190951588,,,,,0.0
2024-01-18 10:14:23.003,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:23.365,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:23.698,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:24.013,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:24.389,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:24.745,0.0,1.0,1.0,,,,,,,,0.0
2024-01-18 10:14:25.069,,1.0,1.0,0.2107803667895496,0.2552336717490107,10.25629190951588,,0.0,,,0.0
2024-01-18 10:14:25.091,,1.0,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,0.0,0.0,,,0.0
2024-01-18 10:14:25.107,,,,,,10.457146829366707,0.0,0.0,0.0,,
2024-01-18 10:14:25.127,0.0,,,,,,0.0,,0.0,,
2024-01-18 10:14:25.507,0.0,,,,,,,,0.0,,
2024-01-18 10:14:25.856,0.0,,,,,,,,,,
2024-01-18 10:14:26.032,0.0,1.0,,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:26.052,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.25629190951588,0.0,0.0,0.0,,0.0
2024-01-18 10:14:26.465,0.0,,1.0,0.2158716949634254,0.2552336717490107,,,,,,0.0
2024-01-18 10:14:26.848,,,1.0,,,,,,,,
2024-01-18 10:14:27.010,0.0,,1.0,0.2158716949634254,0.2552336717490107,10.25629190951588,,0.0,,,0.0
2024-01-18 10:14:27.030,0.0,1.0,1.0,0.2107803667895496,0.26032020174898207,10.457146829366707,,0.0,,,0.0
2024-01-18 10:14:27.067,0.0,1.0,,,,,0.0,0.0,,,
2024-01-18 10:14:27.093,,1.0,,,,,0.0,,0.0,,
2024-01-18 10:14:27.490,,,,,,,0.0,,0.0,,
2024-01-18 10:14:27.893,,,,,,,,,0.0,,
2024-01-18 10:14:28.024,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:28.384,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:28.783,,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:29.064,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:29.459,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:29.856,0.0,,1.0,,,,,,,,0.0
2024-01-18 10:14:30.049,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:30.468,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:30.869,0.0,,1.0,,,10.457146829366707,,,,,
2024-01-18 10:14:31.027,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,,,0.0
2024-01-18 10:14:31.052,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:31.692,0.0,,,,,,,,0.0,,0.0
2024-01-18 10:14:32.009,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:32.420,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,,,0.0,,0.0
2024-01-18 10:14:32.442,0.0,,,,,10.658001749217533,,0.0,0.0,,
2024-01-18 10:14:32.477,,,,,,,0.0,0.0,,,
2024-01-18 10:14:32.851,,,,,,,0.0,,,,
2024-01-18 10:14:33.017,0.0,1.0,1.0,,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:33.039,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:33.480,,1.0,1.0,0.2158716949634254,0.2552336717490107,,0.0,,0.0,,0.0
2024-01-18 10:14:33.907,,,,0.2158716949634254,,,,,,,
2024-01-18 10:14:34.025,,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:34.061,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:34.430,0.0,,1.0,,,,,0.0,,,0.0
2024-01-18 10:14:34.819,0.0,,,,,,,,,,
2024-01-18 10:14:35.154,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:35.481,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:35.824,0.0,,,,,,0.0,0.0,0.0,,
2024-01-18 10:14:36.117,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.457146829366707,0.0,0.0,0.0,,0.0
2024-01-18 10:14:36.488,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:36.867,0.0,,1.0,,,,,,,,0.0
2024-01-18 10:14:37.068,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:37.519,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.658001749217533,,0.0,,,0.0
2024-01-18 10:14:37.541,0.0,,,,,,,,0.0,,
2024-01-18 10:14:37.703,,,,,,,0.0,,,,
2024-01-18 10:14:38.046,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.457146829366707,,0.0,,,0.0
2024-01-18 10:14:38.067,0.0,1.0,1.0,0.2107803667895496,0.2501471417490393,10.658001749217533,0.0,0.0,,,0.0
2024-01-18 10:14:38.179,0.0,,1.0,,,,0.0,0.0,0.0,,
2024-01-18 10:14:38.544,,,,,,,0.0,,0.0,,
2024-01-18 10:14:38.941,,,,,,,,,0.0,,
2024-01-18 10:14:39.058,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,
2024-01-18 10:14:39.191,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:39.599,0.0,,,,,10.658001749217533,,,,,0.0
2024-01-18 10:14:39.997,,,,,,,,,,,0.0
2024-01-18 10:14:40.043,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:40.477,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:40.909,,,,0.2158716949634254,0.2552336717490107,,0.0,0.0,0.0,,
2024-01-18 10:14:41.031,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:41.396,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:41.788,0.0,1.0,1.0,,,,,,,,0.0
2024-01-18 10:14:42.123,,1.0,1.0,0.2107803667895496,0.2501471417490393,10.658001749217533,0.0,,,,0.0
2024-01-18 10:14:42.142,,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,,0.0,,0.0
2024-01-18 10:14:42.162,0.0,,1.0,,,,0.0,,0.0,,
2024-01-18 10:14:42.180,0.0,,,,,,,0.0,0.0,,
2024-01-18 10:14:42.527,0.0,,,,,,,0.0,,,
2024-01-18 10:14:42.950,,,,,,,,0.0,,,
2024-01-18 10:14:43.005,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:43.393,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:43.769,0.0,,,,,,,,,,0.0
2024-01-18 10:14:44.015,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:44.478,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,,,0.0,,0.0
2024-01-18 10:14:44.498,0.0,,1.0,,,,,0.0,0.0,,0.0
2024-01-18 10:14:44.515,,,,,,,0.0,0.0,,,
2024-01-18 10:14:44.862,,,,,,,0.0,,,,
2024-01-18 10:14:45.048,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:45.482,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:45.912,,1.0,,0.2107803667895496,0.2552336717490107,10.85885666906836,,,,,
2024-01-18 10:14:46.056,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,,0.0,,,0.0
2024-01-18 10:14:46.112,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,,,0.0
2024-01-18 10:14:46.138,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:46.503,,,,,,,0.0,,0.0,,
2024-01-18 10:14:46.985,,,,,,,,,0.0,,
2024-01-18 10:14:47.217,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:47.563,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:47.929,0.0,,,,,,,,,,
2024-01-18 10:14:48.148,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,,0.0,,,0.0
2024-01-18 10:14:48.168,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,,,0.0
2024-01-18 10:14:48.183,0.0,,1.0,,,,0.0,0.0,0.0,,
2024-01-18 10:14:48.575,,,,,,,0.0,,0.0,,
2024-01-18 10:14:49.027,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.658001749217533,0.0,0.0,0.0,,
2024-01-18 10:14:49.049,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:49.401,,,,0.2158716949634254,,10.85885666906836,,,0.0,,0.0
2024-01-18 10:14:49.765,,,,,,,,,,,0.0
2024-01-18 10:14:50.022,,1.0,1.0,0.2158716949634254,0.2552336717490107,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:50.041,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:50.372,0.0,,1.0,,0.2501471417490393,,0.0,0.0,0.0,,0.0
2024-01-18 10:14:50.707,0.0,,,,,,,,,,
2024-01-18 10:14:51.048,0.0,,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:51.072,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:51.531,0.0,1.0,1.0,,,,,,,,0.0
2024-01-18 10:14:52.095,0.0,,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:52.125,0.0,1.0,1.0,0.2158716949634254,,10.658001749217533,0.0,0.0,0.0,,0.0
2024-01-18 10:14:52.641,0.0,1.0,,,,,,,,,
2024-01-18 10:14:53.022,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:53.467,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,,,,0.0
2024-01-18 10:14:53.487,0.0,,1.0,,0.2552336717490107,,0.0,0.0,,,0.0
2024-01-18 10:14:53.649,,,,,,,,0.0,0.0,,
2024-01-18 10:14:54.028,0.0,,1.0,0.2107803667895496,0.2501471417490393,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:54.071,0.0,1.0,1.0,0.2107803667895496,,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:54.599,0.0,1.0,,,,,,,0.0,,
2024-01-18 10:14:55.058,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:55.469,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:55.873,0.0,1.0,1.0,,0.2552336717490107,,,,,,0.0
2024-01-18 10:14:56.139,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,,,,0.0
2024-01-18 10:14:56.163,0.0,1.0,1.0,0.2107803667895496,0.2501471417490393,10.85885666906836,0.0,0.0,,,0.0
2024-01-18 10:14:56.180,0.0,,,,,,0.0,0.0,0.0,,
2024-01-18 10:14:56.558,,,,,,,,0.0,0.0,,
2024-01-18 10:14:56.927,,,,,,,,,0.0,,
2024-01-18 10:14:57.100,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:57.457,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:57.827,0.0,,1.0,,,,,,,,0.0
2024-01-18 10:14:58.024,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:14:58.537,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,,0.0,,,,0.0
2024-01-18 10:14:58.557,0.0,,1.0,,,,,0.0,,,0.0
2024-01-18 10:14:58.670,,,,,,,,,0.0,,
2024-01-18 10:14:58.722,,,,,,10.85885666906836,,,,,
2024-01-18 10:14:59.021,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,,,,0.0
2024-01-18 10:14:59.041,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,,,0.0
2024-01-18 10:14:59.078,0.0,,,,,10.85885666906836,0.0,0.0,0.0,,
2024-01-18 10:14:59.466,,,,,,,,0.0,0.0,,
2024-01-18 10:14:59.867,,,,,,,,,0.0,,
2024-01-18 10:15:00.036,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:00.470,0.0,1.0,1.0,,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:00.492,,1.0,1.0,0.2107803667895496,0.2501471417490393,,0.0,0.0,0.0,,0.0
2024-01-18 10:15:00.935,,,,0.2158716949634254,,,,,,,
2024-01-18 10:15:01.020,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:01.359,0.0,,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:01.698,0.0,,1.0,,,,,,,,
2024-01-18 10:15:02.051,,,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:02.070,,1.0,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:02.085,0.0,1.0,,,,,,,,,0.0
2024-01-18 10:15:02.486,0.0,1.0,,,,,,,,,
2024-01-18 10:15:02.819,0.0,,,,,,,,,,
2024-01-18 10:15:03.061,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,,,,0.0
2024-01-18 10:15:03.080,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,11.059711588919185,0.0,,0.0,,0.0
2024-01-18 10:15:03.095,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:15:03.453,,,,,,,,0.0,0.0,,
2024-01-18 10:15:03.841,,,,,,,,0.0,,,
2024-01-18 10:15:04.067,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:04.540,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:04.949,0.0,,,,,10.85885666906836,,,,,
2024-01-18 10:15:05.008,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:05.431,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:05.803,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:15:06.027,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:06.440,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:06.844,,1.0,1.0,0.2107803667895496,0.2552336717490107,,,,,,0.0
2024-01-18 10:15:07.072,,1.0,1.0,0.2107803667895496,0.2552336717490107,11.059711588919185,0.0,,,,0.0
2024-01-18 10:15:07.091,,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,,,0.0
2024-01-18 10:15:07.107,,,,,,,0.0,0.0,0.0,,
2024-01-18 10:15:07.129,0.0,,,,,,,0.0,0.0,,
2024-01-18 10:15:07.516,0.0,,,,,,,,0.0,,
2024-01-18 10:15:07.888,0.0,,,,,,,,,,
2024-01-18 10:15:08.017,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:08.373,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:08.724,0.0,,1.0,,,,,,,,0.0
2024-01-18 10:15:09.032,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,,,,0.0,,0.0
2024-01-18 10:15:09.066,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,,0.0,,0.0,,0.0
2024-01-18 10:15:09.137,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:15:09.165,,,,,,10.85885666906836,0.0,0.0,,,
2024-01-18 10:15:09.616,,,,,,10.85885666906836,,0.0,,,
2024-01-18 10:15:10.044,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:10.493,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:10.945,0.0,,,0.2158716949634254,,11.059711588919185,,,,,
2024-01-18 10:15:11.033,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:11.478,0.0,1.0,1.0,0.2107803667895496,,10.85885666906836,,,0.0,,0.0
2024-01-18 10:15:11.496,0.0,,1.0,,,,0.0,,0.0,,0.0
2024-01-18 10:15:11.513,,,,,0.2501471417490393,,0.0,,,,
2024-01-18 10:15:11.534,,,,,,,,0.0,,,
2024-01-18 10:15:11.906,,,,,,,,0.0,,,
2024-01-18 10:15:12.058,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:12.523,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:12.929,,1.0,,,0.2501471417490393,,,,,,
2024-01-18 10:15:13.101,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:13.438,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:13.809,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:15:14.123,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:14.476,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:14.813,0.0,,,0.2107803667895496,,11.059711588919185,,,,,
2024-01-18 10:15:15.017,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,,,,,0.0
2024-01-18 10:15:15.039,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,,0.0,,,0.0
2024-01-18 10:15:15.055,0.0,,1.0,,,,0.0,0.0,,,0.0
2024-01-18 10:15:15.075,,,,,,,0.0,0.0,0.0,,
2024-01-18 10:15:15.453,,,,,,,0.0,,0.0,,
2024-01-18 10:15:15.819,,,,,,,,,0.0,,
2024-01-18 10:15:16.009,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:16.423,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:16.837,0.0,1.0,,,0.2552336717490107,,,,,,
2024-01-18 10:15:17.028,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:17.390,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:17.753,0.0,,1.0,,,,0.0,0.0,0.0,,0.0
2024-01-18 10:15:18.062,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:18.493,0.0,1.0,1.0,0.2107803667895496,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:18.895,,,1.0,0.2107803667895496,,11.059711588919185,,,,,0.0
2024-01-18 10:15:19.023,0.0,1.0,1.0,0.2158716949634254,0.2552336717490107,11.059711588919185,0.0,0.0,0.0,,0.0
2024-01-18 10:15:19.409,0.0,1.0,1.0,0.2158716949634254,0.2501471417490393,10.85885666906836,0.0,0.0,0.0,,0.0
2024-01-18 10:15:19.751,0.0,,,,,,0.0,0.0,0.0,,
