time,right_thermistor,left_thermistor,sound_card_temp
2024-01-18 10:14:12.496,22.59297176055594,22.751282256568572,
2024-01-18 10:14:12.506,22.59297176055594,,
2024-01-18 10:14:12.577,,,9.854582069814228
2024-01-18 10:14:12.628,,,9.854582069814228
2024-01-18 10:14:13.043,22.56956723603173,22.77488757416046,9.854582069814228
2024-01-18 10:14:13.395,22.59297176055594,22.751282256568572,9.854582069814228
2024-01-18 10:14:13.750,,22.77488757416046,
2024-01-18 10:14:14.020,22.59297176055594,22.751282256568572,10.055436989665054
2024-01-18 10:14:14.038,22.59297176055594,22.77488757416046,10.055436989665054
2024-01-18 10:14:14.054,22.56956723603173,22.751282256568572,10.055436989665054
2024-01-18 10:14:15.032,22.59297176055594,22.77488757416046,10.055436989665054
2024-01-18 10:14:15.349,22.56956723603173,22.751282256568572,9.854582069814228
2024-01-18 10:14:15.668,22.56956723603173,22.77488757416046,10.055436989665054
2024-01-18 10:14:16.007,22.56956723603173,22.77488757416046,10.25629190951588
2024-01-18 10:14:16.364,22.56956723603173,22.751282256568572,10.055436989665054
2024-01-18 10:14:17.037,22.56956723603173,22.751282256568572,10.25629190951588
2024-01-18 10:14:17.414,22.56956723603173,22.751282256568572,10.055436989665054
2024-01-18 10:14:17.820,22.56956723603173,22.77488757416046,10.055436989665054
2024-01-18 10:14:18.054,22.59297176055594,22.77488757416046,10.055436989665054
2024-01-18 10:14:18.495,22.56956723603173,22.751282256568572,10.25629190951588
2024-01-18 10:14:19.008,22.59297176055594,22.77488757416046,10.055436989665054
2024-01-18 10:14:19.350,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:20.105,22.59297176055594,22.77488757416046,
2024-01-18 10:14:20.128,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:20.553,22.56956723603173,,10.25629190951588
2024-01-18 10:14:20.948,,,10.25629190951588
2024-01-18 10:14:21.001,22.59297176055594,22.751282256568572,10.25629190951588
2024-01-18 10:14:21.399,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:21.801,,22.77488757416046,
2024-01-18 10:14:22.012,22.56956723603173,22.77488757416046,10.25629190951588
2024-01-18 10:14:22.364,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:22.716,22.59297176055594,22.751282256568572,10.25629190951588
2024-01-18 10:14:23.003,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:23.365,22.56956723603173,22.77488757416046,10.457146829366708
2024-01-18 10:14:24.013,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:24.389,22.56956723603173,22.77488757416046,10.457146829366708
2024-01-18 10:14:25.069,22.56956723603173,22.77488757416046,10.25629190951588
2024-01-18 10:14:25.091,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:25.107,,,10.457146829366708
2024-01-18 10:14:26.032,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:26.052,22.56956723603173,22.77488757416046,10.25629190951588
2024-01-18 10:14:26.465,22.59297176055594,22.77488757416046,
2024-01-18 10:14:27.010,22.59297176055594,22.77488757416046,10.25629190951588
2024-01-18 10:14:27.030,22.56956723603173,22.798521979028976,10.457146829366708
2024-01-18 10:14:28.024,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:28.384,22.56956723603173,22.77488757416046,10.457146829366708
2024-01-18 10:14:29.064,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:29.459,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:30.049,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:30.468,22.56956723603173,22.77488757416046,10.457146829366708
2024-01-18 10:14:30.869,,,10.457146829366708
2024-01-18 10:14:31.027,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:31.052,22.59297176055594,22.77488757416046,
2024-01-18 10:14:32.009,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:32.420,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:32.442,,,10.658001749217531
2024-01-18 10:14:33.017,,22.77488757416046,10.658001749217531
2024-01-18 10:14:33.039,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:33.480,22.59297176055594,22.77488757416046,
2024-01-18 10:14:33.907,22.59297176055594,,
2024-01-18 10:14:34.025,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:34.061,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:35.154,22.59297176055594,22.77488757416046,10.658001749217531
2024-01-18 10:14:35.481,22.59297176055594,22.77488757416046,10.457146829366708
2024-01-18 10:14:36.117,22.56956723603173,22.77488757416046,10.457146829366708
2024-01-18 10:14:36.488,22.59297176055594,22.77488757416046,10.658001749217531
2024-01-18 10:14:37.068,22.59297176055594,22.77488757416046,10.658001749217531
2024-01-18 10:14:37.519,22.59297176055594,22.751282256568572,10.658001749217531
2024-01-18 10:14:38.046,22.59297176055594,22.751282256568572,10.457146829366708
2024-01-18 10:14:38.067,22.56956723603173,22.751282256568572,10.658001749217531
2024-01-18 10:14:39.058,22.59297176055594,22.77488757416046,10.658001749217531
2024-01-18 10:14:39.191,22.59297176055594,22.77488757416046,10.85885666906836
2024-01-18 10:14:39.599,,,10.658001749217531
2024-01-18 10:14:40.043,22.56956723603173,22.77488757416046,10.85885666906836
